,question,id,answer,count,cluster,sentiment,corrected
2515,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,обмен мнениями,1.0,обмен мнениями,neutrals,
2516,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,обратная связь от руководства,2.0,получение обратной связи,neutrals,
2517,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,получение обратной связи,1.0,получение обратной связи,neutrals,
2518,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,обсуждение проблем с коллегами,1.0,обсуждение проблем с коллегами,neutrals,
2519,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,одобрениедействийруководителем,1.0,одобрение действий руководителем,positives,одобрение действий руководителем
2520,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность,1.0,ответственность,positives,
2521,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность.,1.0,ответственность,positives,ответственность
2522,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность за близких,1.0,ответственность за близких,neutrals,
2523,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность за семью,1.0,ответственность за близких,neutrals,
2524,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность за коллектив,1.0,ответственность за коллектив,neutrals,
2525,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность за людей,1.0,ответственность за коллектив,neutrals,
2526,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность за результат,3.0,ответственность за результат,neutrals,
2527,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,ответственность работы,1.0,ответственность работы,neutrals,
2528,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,отдых/тренинг по психологии,1.0,отдых тренинг по психологии,neutrals,отдых тренинг по психологии
2529,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,открытость руководителей,1.0,открытость руководителей,positives,
2530,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,отличное место работы!!!!,1.0,отличное место работы,positives,отличное место работы
2531,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,отстранение от внешней ситуаци,1.0,отстранение от внешней ситуации,neutrals,отстранение от внешней ситуации
2532,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,отсутствие переработок,1.0,отсутствие переработок,positives,
2533,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,перевооружен,1.0,перевооружен,neutrals,
2534,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,периодические бонусы,1.0,периодические бонусы,positives,
2535,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,перспективы отрасли,1.0,перспективы отрасли,neutrals,
2536,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,пиво,1.0,пиво,neutrals,
2537,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддерживать осознанное состоя,1.0,поддерживать осознанное состояние,positives,поддерживать осознанное состояние
2538,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка,1.0,поддержка,positives,
2539,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка близких и родных,1.0,поддержка близких и родных,positives,
2540,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка вышестоящего руковод,1.0,поддержка руководителя,positives,поддержка вышестоящего руководства
2541,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка руководителей,1.0,поддержка руководителя,positives,
2542,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка руководителя,2.0,поддержка руководителя,positives,
2543,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка руководства,2.0,поддержка руководителя,positives,
2544,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка коллег,2.0,поддержка команды,positives,
2545,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка команды,1.0,поддержка команды,positives,
2546,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка коллег и семьи,1.0,поддержка команды,positives,
2547,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,поддержка организации,1.0,поддержка организации,positives,
2548,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,позитивное мышление,1.0,позитивный настрой,positives,
2549,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,позитивный настрой,2.0,позитивный настрой,positives,
2550,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,позитивный настрой сутра!,1.0,позитивный настрой,positives,позитивный настрой с утра
2551,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,позитивный настрой части колле,1.0,позитивный настрой,positives,позитивный настрой части коллег
2552,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,получение максимального эффект,1.0,получение максимального эффекта,neutrals,получение максимального эффекта
2553,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,понимание что я нужен здесь!,1.0,понимание что я нужен здесь,positives,понимание что я нужен здесь
2554,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,понятные цели,1.0,ясность целей и задач,positives,
2555,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,постоянная коммуникация,1.0,постоянная коммуникация,neutrals,
2556,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,постоянство,1.0,стабильность,neutrals,
2557,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабиллность,1.0,стабильность,positives,стабильность
2558,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабильность,8.0,стабильность,positives,
2559,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабильность в отрасли.,1.0,стабильность в отрасли,positives,стабильность в отрасли
2560,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабильность в росатоме,1.0,стабильность предприятия,positives,
2561,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабильность отрасли,2.0,стабильность в отрасли,positives,
2562,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабильность предприятия,1.0,стабильность предприятия,positives,
2563,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,приближение конца года,1.0,приближение конца года,neutrals,
2564,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,причастность к общей цели,1.0,причастность к общей цели,neutrals,
2565,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,психотерапевт,1.0,психотерапия,neutrals,
2566,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,психотерапия,1.0,психотерапия,neutrals,
2567,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,работа с психологом,1.0,психотерапия,neutrals,
2568,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,работа,1.0,работа,neutrals,
2569,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,работа в команде,1.0,работа в команде,neutrals,
2570,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,разговор с руководителем,1.0,разговор с руководителем,neutrals,
2571,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,реализация решений,1.0,реализация решений,neutrals,
2572,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,рост заказов на ближайшие годы,1.0,рост заказов на ближайшие годы,neutrals,
2573,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,руководитель,1.0,руководство,neutrals,
2574,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,руководство,1.0,руководство,neutrals,
2575,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,самовнушение,1.0,самовнушение,neutrals,
2576,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,самомотивация,1.0,самомотивация,neutrals,
2577,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,саморазвитие и новые задачи,1.0,саморазвитие и новые задачи,positives,
2578,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,смелость,1.0,бесстрашие,positives,
2579,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,смена области деятельности,1.0,смена области деятельности,neutrals,
2580,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,содейтвие руководителей,1.0,содействие руководителей,positives,содействие руководителей
2581,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,сон,1.0,сон,neutrals,
2582,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,сосредоточенность на хорошем,1.0,сосредоточенность на хорошем,positives,
2583,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,социальная поддержка,2.0,социальная поддержка,positives,
2584,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,социальная стабильность,1.0,социальная стабильность,positives,
2585,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,спокойствие за своих близких,1.0,спокойствие за своих близких,positives,
2586,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,спорт и семья,1.0,семья,neutrals,
2587,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабильная выплата зарплаты,1.0,стабильная зарплата,positives,
2588,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стабильная зарплата,1.0,стабильная зарплата,positives,
2589,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,стрессоустойчивость,1.0,стрессоустойчивость,positives,
2590,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,тимбилдинг,1.0,командообразование,neutrals,командообразование
2591,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,туризм,1.0,туризм,neutrals,
2592,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,тяга быть лучшим,1.0,тяга быть лучшим,positives,
2593,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,уважение мнения,1.0,уважение мнения,positives,
2594,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,уверенность в достижении задач,1.0,уверенность в достижении задач,positives,
2595,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,уверенность в завтрашнем дне,10.0,уверенность в завтрашнем дне,positives,
2596,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,уверенность в руководстве,1.0,уверенность в руководстве,positives,
2597,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,уверенность в себе,1.0,уверенность в себе,positives,
2598,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,уверенность в себе и коллегах,1.0,уверенность в себе и коллегах,positives,
2599,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,уверенность руководства,1.0,уверенность руководства,positives,
2600,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,увлече,1.0,хобби,neutrals,увлечения
2601,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,увлечения,1.0,хобби,neutrals,
2602,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,хобби,1.0,хобби,neutrals,
2603,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,успехи в работе,1.0,успехи в работе,positives,
2604,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,участие в проектах,1.0,участие в проектах,neutrals,
2605,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,учебы семинары как смена обста,1.0,учебы семинары как смена места,neutrals,учебы семинары как смена места
2606,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,характер.,1.0,характер,neutrals,характер
2607,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,хобби и поддержка близких,1.0,хобби и поддержка близких,positives,
2608,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,хороший отдых,1.0,хороший отдых,positives,
2609,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,целеустремленность,1.0,целеустремленность,positives,
2610,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,чувство долга,1.0,чувство долга,neutrals,
2611,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,чувство юмора,1.0,юмор,neutrals,
2612,Что позволяет вам лично поддерживать уверенность и рабочий настрой?,26111.0,юмор,1.0,юмор,neutrals,
2613,Три слова про мое настроение на 8 модуле:,26196.0,в ожидании,1.0,в ожидании,neutrals,
2614,Три слова про мое настроение на 8 модуле:,26196.0,воодушевлённое,1.0,воодушевлённое,positives,
2615,Три слова про мое настроение на 8 модуле:,26196.0,всё просто супер,1.0,отлично,positives,
2616,Три слова про мое настроение на 8 модуле:,26196.0,классное!,1.0,отлично,positives,классное
2617,Три слова про мое настроение на 8 модуле:,26196.0,отлично!,2.0,отлично,positives,отлично
2618,Три слова про мое настроение на 8 модуле:,26196.0,отлично!!!,1.0,отлично,positives,отлично
2619,Три слова про мое настроение на 8 модуле:,26196.0,прекрасно,1.0,отлично,positives,
2620,Три слова про мое настроение на 8 модуле:,26196.0,супер,1.0,отлично,positives,
2621,Три слова про мое настроение на 8 модуле:,26196.0,грустно,1.0,грустно,negatives,
2622,Три слова про мое настроение на 8 модуле:,26196.0,грустно что конец,1.0,грустно,negatives,
2623,Три слова про мое настроение на 8 модуле:,26196.0,грустное,1.0,грустно,negatives,
2624,Три слова про мое настроение на 8 модуле:,26196.0,дит лучший,1.0,дит лучший,positives,
2625,Три слова про мое настроение на 8 модуле:,26196.0,жаль,1.0,жаль,negatives,
2626,Три слова про мое настроение на 8 модуле:,26196.0,кайф усталость тревожность,1.0,кайф усталость тревожность,positives,
2627,Три слова про мое настроение на 8 модуле:,26196.0,ок,1.0,нормально,neutrals,нормально
2628,Три слова про мое настроение на 8 модуле:,26196.0,охлопков,1.0,охлопков,neutrals,
2629,Три слова про мое настроение на 8 модуле:,26196.0,охлопково,1.0,охлопков,neutrals,охлопков
2630,Три слова про мое настроение на 8 модуле:,26196.0,очень хочется спать,1.0,очень хочется спать,neutrals,
2631,Три слова про мое настроение на 8 модуле:,26196.0,позитивное,1.0,позитивное,positives,
2632,Три слова про мое настроение на 8 модуле:,26196.0,потрясающие люди,1.0,потрясающие люди,positives,
2633,Три слова про мое настроение на 8 модуле:,26196.0,развалины...,1.0,развалины,neutrals,развалины
2634,Три слова про мое настроение на 8 модуле:,26196.0,семья,1.0,семья,neutrals,
2635,Три слова про мое настроение на 8 модуле:,26196.0,устал,1.0,устал,neutrals,
2636,Три слова про мое настроение на 8 модуле:,26196.0,финал,1.0,финал,neutrals,
2637,Три слова про мое настроение на 8 модуле:,26196.0,халидно,1.0,холодно,neutrals,холодно
2638,Три слова про мое настроение на 8 модуле:,26196.0,холодно,1.0,холодно,neutrals,
2639,Три слова про мое настроение на 8 модуле:,26196.0,ципорин рулит!,1.0,ципорин рулит,neutrals,ципорин рулит
2640,Что бы вы хотели пожелать другим резервистам?,26204.0,баланса и только вперёд!,1.0,только вперед,positives,баланса и только вперёд
2641,Что бы вы хотели пожелать другим резервистам?,26204.0,бегите глупцы! шутка.,1.0,бегите глупцы шутка,negatives,бегите глупцы шутка
2642,Что бы вы хотели пожелать другим резервистам?,26204.0,благодарность за их смелость,1.0,благодарность за их смелость,positives,
2643,Что бы вы хотели пожелать другим резервистам?,26204.0,брать от программы все!,1.0,брать от укр максимум,neutrals,брать от программы все
2644,Что бы вы хотели пожелать другим резервистам?,26204.0,брать от укр максимум,1.0,брать от укр максимум,neutrals,
2645,Что бы вы хотели пожелать другим резервистам?,26204.0,быть очно,1.0,быть очно,neutrals,
2646,Что бы вы хотели пожелать другим резервистам?,26204.0,быть упорными,1.0,быть упорными,positives,
2647,Что бы вы хотели пожелать другим резервистам?,26204.0,упорства,3.0,быть упорными,positives,
2648,Что бы вы хотели пожелать другим резервистам?,26204.0,быть честным,1.0,быть честным,positives,
2649,Что бы вы хотели пожелать другим резервистам?,26204.0,верить,1.0,верить,positives,
2650,Что бы вы хотели пожелать другим резервистам?,26204.0,верить в себя,1.0,верить в себя,positives,
2651,Что бы вы хотели пожелать другим резервистам?,26204.0,войти в топ 10,1.0,войти в топ 10,positives,
2652,Что бы вы хотели пожелать другим резервистам?,26204.0,попасть в топ 10,2.0,войти в топ 10,positives,
2653,Что бы вы хотели пожелать другим резервистам?,26204.0,все мы люди оставайтесь собой,1.0,все мы люди оставайтесь собой,neutrals,
2654,Что бы вы хотели пожелать другим резервистам?,26204.0,всем удачи и всем в топ,1.0,всем удачи и всем в топ,positives,
2655,Что бы вы хотели пожелать другим резервистам?,26204.0,делать всё вовремя,1.0,делать всё вовремя,positives,
2656,Что бы вы хотели пожелать другим резервистам?,26204.0,добиться поставленных целей,2.0,достижение поставленных целей,positives,
2657,Что бы вы хотели пожелать другим резервистам?,26204.0,достижение поставленных целей,1.0,достижение поставленных целей,positives,
2658,Что бы вы хотели пожелать другим резервистам?,26204.0,достижения поставленных целей,1.0,достижение поставленных целей,positives,
2659,Что бы вы хотели пожелать другим резервистам?,26204.0,достижения целей,1.0,достижение поставленных целей,positives,
2660,Что бы вы хотели пожелать другим резервистам?,26204.0,дойти до конца обучения,1.0,успешно закончить курсы,neutrals,
2661,Что бы вы хотели пожелать другим резервистам?,26204.0,успешно дойти до конца учебы,1.0,успешно закончить курсы,positives,
2662,Что бы вы хотели пожелать другим резервистам?,26204.0,успешно закончить курсы,1.0,успешно закончить курсы,positives,
2663,Что бы вы хотели пожелать другим резервистам?,26204.0,дружить,1.0,дружить,positives,
2664,Что бы вы хотели пожелать другим резервистам?,26204.0,жажду знаний,1.0,жажду знаний,positives,
2665,Что бы вы хотели пожелать другим резервистам?,26204.0,желаю здоровья,1.0,здоровья,positives,
2666,Что бы вы хотели пожелать другим резервистам?,26204.0,здоровья,2.0,здоровья,positives,
2667,Что бы вы хотели пожелать другим резервистам?,26204.0,знаний! удачи!,1.0,знаний удачи,positives,знаний удачи
2668,Что бы вы хотели пожелать другим резервистам?,26204.0,интересных и нужных проектов,1.0,интересных проектов,positives,
2669,Что бы вы хотели пожелать другим резервистам?,26204.0,интересных проектов,1.0,интересных проектов,positives,
2670,Что бы вы хотели пожелать другим резервистам?,26204.0,использовать возможность,1.0,использовать возможность,positives,
2671,Что бы вы хотели пожелать другим резервистам?,26204.0,карьерного роста,1.0,карьерного роста,positives,
2672,Что бы вы хотели пожелать другим резервистам?,26204.0,новых назначений,1.0,карьерного роста,neutrals,
2673,Что бы вы хотели пожелать другим резервистам?,26204.0,максимума вовлечённости,1.0,максимума вовлечённости,positives,
2674,Что бы вы хотели пожелать другим резервистам?,26204.0,не бойтесь!!! пробуйте новое!!,1.0,не бойтесь пробуйте новое,neutrals,не бойтесь пробуйте новое
2675,Что бы вы хотели пожелать другим резервистам?,26204.0,не бояться и идти вперед,1.0,не бояться и идти вперед,neutrals,
2676,Что бы вы хотели пожелать другим резервистам?,26204.0,только вперед!,1.0,только вперед,positives,только вперед
2677,Что бы вы хотели пожелать другим резервистам?,26204.0,успешного прохождения укр-пути,1.0,успешного обучения,positives,успешного прохождения укр пути
2678,Что бы вы хотели пожелать другим резервистам?,26204.0,не бояться своих идей,1.0,не бояться своих идей,positives,
2679,Что бы вы хотели пожелать другим резервистам?,26204.0,не выгорать,1.0,не выгорать,positives,
2680,Что бы вы хотели пожелать другим резервистам?,26204.0,не опускать руки,1.0,не сдаваться,positives,
2681,Что бы вы хотели пожелать другим резервистам?,26204.0,не сдаваться,2.0,не сдаваться,positives,
2682,Что бы вы хотели пожелать другим резервистам?,26204.0,не терять мотивации,1.0,не терять мотивации,positives,
2683,Что бы вы хотели пожелать другим резервистам?,26204.0,новых свершений,1.0,новых свершений,positives,
2684,Что бы вы хотели пожелать другим резервистам?,26204.0,оптимизма,1.0,оптимизма и позитива,positives,
2685,Что бы вы хотели пожелать другим резервистам?,26204.0,оптимизма и позитива,1.0,оптимизма и позитива,positives,
2686,Что бы вы хотели пожелать другим резервистам?,26204.0,позитива,1.0,оптимизма и позитива,positives,
2687,Что бы вы хотели пожелать другим резервистам?,26204.0,позитива!!!,1.0,оптимизма и позитива,positives,позитива
2688,Что бы вы хотели пожелать другим резервистам?,26204.0,отдыхать,1.0,отдыхать,positives,
2689,Что бы вы хотели пожелать другим резервистам?,26204.0,побед,2.0,побед,positives,
2690,Что бы вы хотели пожелать другим резервистам?,26204.0,победы и дойти до конца проект,1.0,побед,positives,победа и дойти до конца проекта
2691,Что бы вы хотели пожелать другим резервистам?,26204.0,позитивного настроения и веры,1.0,хорошего настроения,positives,
2692,Что бы вы хотели пожелать другим резервистам?,26204.0,положительных эмоций,1.0,хорошего настроения,positives,
2693,Что бы вы хотели пожелать другим резервистам?,26204.0,получить удовольствие от обще,1.0,получить удовольствие от общения,positives,получить удовольствие от общения
2694,Что бы вы хотели пожелать другим резервистам?,26204.0,проактивности,1.0,проактивности,positives,
2695,Что бы вы хотели пожелать другим резервистам?,26204.0,продуктивной работы,1.0,успешного обучения,positives,
2696,Что бы вы хотели пожелать другим резервистам?,26204.0,пройти удачно обучение,1.0,успешного обучения,neutrals,
2697,Что бы вы хотели пожелать другим резервистам?,26204.0,развития и успехов,1.0,развития и успехов,positives,
2698,Что бы вы хотели пожелать другим резервистам?,26204.0,развития нашей госкорпорации,1.0,развития нашей госкорпорации,positives,
2699,Что бы вы хотели пожелать другим резервистам?,26204.0,серьезно подойти к процессу,1.0,серьезно подойти к процессу,neutrals,
2700,Что бы вы хотели пожелать другим резервистам?,26204.0,сил,3.0,энергии,positives,
2701,Что бы вы хотели пожелать другим резервистам?,26204.0,энергии,1.0,энергии,positives,
2702,Что бы вы хотели пожелать другим резервистам?,26204.0,сил и терпения,2.0,энергии,positives,
2703,Что бы вы хотели пожелать другим резервистам?,26204.0,слушать себя и окружающих люде,1.0,слушать себя и окружающих людей,neutrals,слушать себя и окружающих людей
2704,Что бы вы хотели пожелать другим резервистам?,26204.0,смелости,4.0,смелости,positives,
2705,Что бы вы хотели пожелать другим резервистам?,26204.0,ставить амбициозные цели,1.0,ставить амбициозные цели,positives,
2706,Что бы вы хотели пожелать другим резервистам?,26204.0,стрессоустойчивости,1.0,стрессоустойчивости,positives,
2707,Что бы вы хотели пожелать другим резервистам?,26204.0,счастья,1.0,счастья,positives,
2708,Что бы вы хотели пожелать другим резервистам?,26204.0,терпения,12.0,терпения,positives,
2709,Что бы вы хотели пожелать другим резервистам?,26204.0,терпения и наличия времен,1.0,терпения и наличия времени,positives,терпения и наличия времени
2710,Что бы вы хотели пожелать другим резервистам?,26204.0,терпения и настойчивости,1.0,терпения и настойчивости,positives,
2711,Что бы вы хотели пожелать другим резервистам?,26204.0,трудитесь,1.0,трудитесь,neutrals,
2712,Что бы вы хотели пожелать другим резервистам?,26204.0,трудолюбие и терпения,1.0,трудолюбия и терпения,positives,трудолюбия и терпения
2713,Что бы вы хотели пожелать другим резервистам?,26204.0,уверенности,1.0,уверенности,positives,
2714,Что бы вы хотели пожелать другим резервистам?,26204.0,учеренности,1.0,уверенности,positives,уверенности
2715,Что бы вы хотели пожелать другим резервистам?,26204.0,увлеченность,1.0,увлеченность,positives,
2716,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи,25.0,удачи,positives,
2717,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи в карьере,1.0,удачи в карьере,positives,
2718,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи в реализации,1.0,удачи в реализации,positives,
2719,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи в учебе и роста,1.0,удачи в учебе и роста,positives,
2720,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи всех победим!,1.0,удачи,positives,удачи всех победим
2721,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи!,6.0,удачи,positives,удачи
2722,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи! в добрый путь!),1.0,удачи,positives,удачи в добрый путь
2723,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи! погнали!!!,1.0,удачи,positives,удачи погнали
2724,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи,1.0,удачи,positives,
2725,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи и достижения поставленых,1.0,достижение поставленных целей,positives,удачи и достижения поставленных
2726,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи и нам все поплечу,1.0,удачи,positives,удачи и нам все по плечу
2727,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи и самоотдачи,1.0,удачи и самоотдачи,positives,
2728,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи и сил,1.0,удачи и сил,positives,
2729,Что бы вы хотели пожелать другим резервистам?,26204.0,удачи и терпения,1.0,удачи и терпения,positives,
2730,Что бы вы хотели пожелать другим резервистам?,26204.0,успеха,2.0,успеха,positives,
2731,Что бы вы хотели пожелать другим резервистам?,26204.0,успеха!,1.0,успеха,positives,успеха
2732,Что бы вы хотели пожелать другим резервистам?,26204.0,успехов,10.0,успеха,positives,
2733,Что бы вы хотели пожелать другим резервистам?,26204.0,успехов в работе,1.0,успехов в работе,positives,
2734,Что бы вы хотели пожелать другим резервистам?,26204.0,успехов в решении задача,1.0,успехов в решении задач,positives,успехов в решении задач
2735,Что бы вы хотели пожелать другим резервистам?,26204.0,успехов во всех начинаниях,1.0,успеха,positives,
